# Time Tags Distribution
# 2024-08-09 14:21:21
# Unit Time Diff: s
# Unit Count: 1
# Time Diff ; Count
 5.0842369E-009 ;  2.7000000E+001
 5.0942452E-009 ;  2.8000000E+001
 5.1042535E-009 ;  2.6000000E+001
 5.1142619E-009 ;  3.5000000E+001
 5.1242702E-009 ;  3.1000000E+001
 5.1342786E-009 ;  2.8000000E+001
 5.1442869E-009 ;  2.9000000E+001
 5.1542952E-009 ;  2.5000000E+001
 5.1643036E-009 ;  1.8000000E+001
 5.1743119E-009 ;  1.9000000E+001
 5.1843203E-009 ;  1.9000000E+001
 5.1943286E-009 ;  2.7000000E+001
 5.2043369E-009 ;  3.3000000E+001
 5.2143453E-009 ;  3.0000000E+001
 5.2243536E-009 ;  3.6000000E+001
 5.2343620E-009 ;  2.8000000E+001
 5.2443703E-009 ;  1.9000000E+001
 5.2543786E-009 ;  3.3000000E+001
 5.2643870E-009 ;  2.5000000E+001
 5.2743953E-009 ;  2.2000000E+001
 5.2844037E-009 ;  2.3000000E+001
 5.2944120E-009 ;  4.0000000E+001
 5.3044204E-009 ;  3.7000000E+001
 5.3144287E-009 ;  2.0000000E+001
 5.3244370E-009 ;  3.0000000E+001
 5.3344454E-009 ;  2.7000000E+001
 5.3444537E-009 ;  2.5000000E+001
 5.3544621E-009 ;  2.7000000E+001
 5.3644704E-009 ;  2.5000000E+001
 5.3744787E-009 ;  2.9000000E+001
 5.3844871E-009 ;  2.9000000E+001
 5.3944954E-009 ;  1.9000000E+001
 5.4045038E-009 ;  2.4000000E+001
 5.4145121E-009 ;  2.5000000E+001
 5.4245204E-009 ;  2.3000000E+001
 5.4345288E-009 ;  3.3000000E+001
 5.4445371E-009 ;  1.6000000E+001
 5.4545455E-009 ;  2.9000000E+001
 5.4645538E-009 ;  2.2000000E+001
 5.4745621E-009 ;  1.9000000E+001
 5.4845705E-009 ;  2.8000000E+001
 5.4945788E-009 ;  2.5000000E+001
 5.5045872E-009 ;  2.3000000E+001
 5.5145955E-009 ;  2.2000000E+001
 5.5246038E-009 ;  3.5000000E+001
 5.5346122E-009 ;  3.0000000E+001
 5.5446205E-009 ;  1.8000000E+001
 5.5546289E-009 ;  1.6000000E+001
 5.5646372E-009 ;  2.3000000E+001
 5.5746455E-009 ;  1.9000000E+001
 5.5846539E-009 ;  3.2000000E+001
 5.5946622E-009 ;  1.7000000E+001
 5.6046706E-009 ;  2.5000000E+001
 5.6146789E-009 ;  1.3000000E+001
 5.6246872E-009 ;  2.7000000E+001
 5.6346956E-009 ;  2.1000000E+001
 5.6447039E-009 ;  2.9000000E+001
 5.6547123E-009 ;  1.8000000E+001
 5.6647206E-009 ;  1.6000000E+001
 5.6747289E-009 ;  2.4000000E+001
 5.6847373E-009 ;  2.1000000E+001
 5.6947456E-009 ;  2.0000000E+001
 5.7047540E-009 ;  2.1000000E+001
 5.7147623E-009 ;  2.1000000E+001
 5.7247706E-009 ;  2.6000000E+001
 5.7347790E-009 ;  2.8000000E+001
 5.7447873E-009 ;  2.4000000E+001
 5.7547957E-009 ;  3.0000000E+001
 5.7648040E-009 ;  1.8000000E+001
 5.7748123E-009 ;  1.4000000E+001
 5.7848207E-009 ;  1.7000000E+001
 5.7948290E-009 ;  2.5000000E+001
 5.8048374E-009 ;  2.3000000E+001
 5.8148457E-009 ;  3.1000000E+001
 5.8248540E-009 ;  1.8000000E+001
 5.8348624E-009 ;  1.6000000E+001
 5.8448707E-009 ;  2.1000000E+001
 5.8548791E-009 ;  1.8000000E+001
 5.8648874E-009 ;  2.1000000E+001
 5.8748957E-009 ;  3.0000000E+001
 5.8849041E-009 ;  2.8000000E+001
 5.8949124E-009 ;  2.1000000E+001
 5.9049208E-009 ;  1.2000000E+001
 5.9149291E-009 ;  2.3000000E+001
 5.9249374E-009 ;  2.5000000E+001
 5.9349458E-009 ;  2.3000000E+001
 5.9449541E-009 ;  2.2000000E+001
 5.9549625E-009 ;  2.7000000E+001
 5.9649708E-009 ;  2.1000000E+001
 5.9749791E-009 ;  2.4000000E+001
 5.9849875E-009 ;  1.2000000E+001
 5.9949958E-009 ;  1.7000000E+001
 6.0050042E-009 ;  1.9000000E+001
 6.0150125E-009 ;  1.9000000E+001
 6.0250209E-009 ;  2.4000000E+001
 6.0350292E-009 ;  3.0000000E+001
 6.0450375E-009 ;  1.5000000E+001
 6.0550459E-009 ;  1.7000000E+001
 6.0650542E-009 ;  1.9000000E+001
 6.0750626E-009 ;  2.8000000E+001
 6.0850709E-009 ;  1.3000000E+001
 6.0950792E-009 ;  1.3000000E+001
 6.1050876E-009 ;  2.5000000E+001
 6.1150959E-009 ;  2.1000000E+001
 6.1251043E-009 ;  1.7000000E+001
 6.1351126E-009 ;  1.6000000E+001
 6.1451209E-009 ;  1.6000000E+001
 6.1551293E-009 ;  2.6000000E+001
 6.1651376E-009 ;  2.7000000E+001
 6.1751460E-009 ;  1.9000000E+001
 6.1851543E-009 ;  2.3000000E+001
